"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Metabolism","Carbohydrate metabolism","rno00010","Glycolysis / Gluconeogenesis","0/6","43/5339",0,0,-0.220820484105424,1,1,1,"",0
"Metabolism","Carbohydrate metabolism","rno00020","Citrate cycle (TCA cycle)","0/6","28/5339",0,0,-0.177938523698066,1,1,1,"",0
"Metabolism","Carbohydrate metabolism","rno00030","Pentose phosphate pathway","0/6","22/5339",0,0,-0.15763662510218,1,1,1,"",0
"Metabolism","Carbohydrate metabolism","rno00040","Pentose and glucuronate interconversions","0/6","16/5339",0,0,-0.134357178881769,1,1,1,"",0
"Metabolism","Carbohydrate metabolism","rno00051","Fructose and mannose metabolism","0/6","29/5339",0,0,-0.181105173424298,1,1,1,"",0
"Metabolism","Carbohydrate metabolism","rno00052","Galactose metabolism","0/6","23/5339",0,0,-0.161194622659768,1,1,1,"",0
"Metabolism","Lipid metabolism","rno00061","Fatty acid biosynthesis","0/6","15/5339",0,0,-0.130078561098406,1,1,1,"",0
"Metabolism","Lipid metabolism","rno00062","Fatty acid elongation","0/6","24/5339",0,0,-0.164677059856261,1,1,1,"",0
"Metabolism","Lipid metabolism","rno00071","Fatty acid degradation","0/6","34/5339",0,0,-0.196189555165066,1,1,1,"",0
"Metabolism","Lipid metabolism","rno00100","Steroid biosynthesis","0/6","15/5339",0,0,-0.130078561098406,1,1,1,"",0
"Metabolism","Lipid metabolism","rno00140","Steroid hormone biosynthesis","0/6","16/5339",0,0,-0.134357178881769,1,1,1,"",0
"Metabolism","Energy metabolism","rno00190","Oxidative phosphorylation","0/6","95/5339",0,0,-0.329844752447436,1,1,1,"",0
"Metabolism","Amino acid metabolism","rno00220","Arginine biosynthesis","0/6","16/5339",0,0,-0.134357178881769,1,1,1,"",0
"Metabolism","Nucleotide metabolism","rno00230","Purine metabolism","0/6","91/5339",0,0,-0.322702924374427,1,1,1,"",0
"Metabolism","Nucleotide metabolism","rno00240","Pyrimidine metabolism","0/6","43/5339",0,0,-0.220820484105424,1,1,1,"",0
"Metabolism","Amino acid metabolism","rno00250","Alanine, aspartate and glutamate metabolism","0/6","26/5339",0,0,-0.171433575903204,1,1,1,"",0
"Metabolism","Amino acid metabolism","rno00260","Glycine, serine and threonine metabolism","0/6","28/5339",0,0,-0.177938523698066,1,1,1,"",0
"Metabolism","Amino acid metabolism","rno00270","Cysteine and methionine metabolism","0/6","40/5339",0,0,-0.21291789014021,1,1,1,"",0
"Metabolism","Amino acid metabolism","rno00280","Valine, leucine and isoleucine degradation","0/6","41/5339",0,0,-0.215583277134261,1,1,1,"",0
"Metabolism","Amino acid metabolism","rno00310","Lysine degradation","0/6","51/5339",0,0,-0.240668074245831,1,1,1,"",0
"Metabolism","Amino acid metabolism","rno00330","Arginine and proline metabolism","0/6","33/5339",0,0,-0.193264668076067,1,1,1,"",0
"Metabolism","Amino acid metabolism","rno00340","Histidine metabolism","0/6","11/5339",0,0,-0.111350802821228,1,1,1,"",0
"Metabolism","Amino acid metabolism","rno00350","Tyrosine metabolism","0/6","11/5339",0,0,-0.111350802821228,1,1,1,"",0
"Metabolism","Amino acid metabolism","rno00380","Tryptophan metabolism","0/6","21/5339",0,0,-0.153997829204303,1,1,1,"",0
"Metabolism","Metabolism of other amino acids","rno00410","beta-Alanine metabolism","0/6","18/5339",0,0,-0.142534087970256,1,1,1,"",0
"Metabolism","Metabolism of other amino acids","rno00450","Selenocompound metabolism","0/6","13/5339",0,0,-0.121073811113826,1,1,1,"",0
"Metabolism","Metabolism of other amino acids","rno00480","Glutathione metabolism","0/6","40/5339",0,0,-0.21291789014021,1,1,1,"",0
"Metabolism","Carbohydrate metabolism","rno00500","Starch and sucrose metabolism","0/6","17/5339",0,0,-0.138505220704928,1,1,1,"",0
"Metabolism","Glycan biosynthesis and metabolism","rno00510","N-Glycan biosynthesis","0/6","49/5339",0,0,-0.235857299712201,1,1,1,"",0
"Metabolism","Glycan biosynthesis and metabolism","rno00511","Other glycan degradation","0/6","15/5339",0,0,-0.130078561098406,1,1,1,"",0
"Metabolism","Glycan biosynthesis and metabolism","rno00512","Mucin type O-glycan biosynthesis","0/6","16/5339",0,0,-0.134357178881769,1,1,1,"",0
"Metabolism","Glycan biosynthesis and metabolism","rno00513","Various types of N-glycan biosynthesis","0/6","38/5339",0,0,-0.207487536466979,1,1,1,"",0
"Metabolism","Glycan biosynthesis and metabolism","rno00514","Other types of O-glycan biosynthesis","0/6","36/5339",0,0,-0.201915451719377,1,1,1,"",0
"Metabolism","Glycan biosynthesis and metabolism","rno00515","Mannose type O-glycan biosynthesis","0/6","21/5339",0,0,-0.153997829204303,1,1,1,"",0
"Metabolism","Glycan biosynthesis and metabolism","rno00520","Amino sugar and nucleotide sugar metabolism","0/6","33/5339",0,0,-0.193264668076067,1,1,1,"",0
"Metabolism","Glycan biosynthesis and metabolism","rno00531","Glycosaminoglycan degradation","0/6","12/5339",0,0,-0.116313036238049,1,1,1,"",0
"Metabolism","Glycan biosynthesis and metabolism","rno00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","0/6","18/5339",0,0,-0.142534087970256,1,1,1,"",0
"Metabolism","Glycan biosynthesis and metabolism","rno00533","Glycosaminoglycan biosynthesis - keratan sulfate","0/6","13/5339",0,0,-0.121073811113826,1,1,1,"",0
"Metabolism","Glycan biosynthesis and metabolism","rno00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin","0/6","21/5339",0,0,-0.153997829204303,1,1,1,"",0
"Metabolism","Glycan biosynthesis and metabolism","rno00541","Biosynthesis of various nucleotide sugars","0/6","16/5339",0,0,-0.134357178881769,1,1,1,"",0
"Metabolism","Lipid metabolism","rno00561","Glycerolipid metabolism","0/6","46/5339",0,0,-0.228458376863228,1,1,1,"",0
"Metabolism","Glycan biosynthesis and metabolism","rno00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","0/6","25/5339",0,0,-0.168088633821638,1,1,1,"",0
"Metabolism","Lipid metabolism","rno00564","Glycerophospholipid metabolism","0/6","76/5339",0,0,-0.294489103010338,1,1,1,"",0
"Metabolism","Lipid metabolism","rno00565","Ether lipid metabolism","0/6","29/5339",0,0,-0.181105173424298,1,1,1,"",0
"Metabolism","Lipid metabolism","rno00590","Arachidonic acid metabolism","0/6","22/5339",0,0,-0.15763662510218,1,1,1,"",0
"Metabolism","Lipid metabolism","rno00600","Sphingolipid metabolism","0/6","40/5339",0,0,-0.21291789014021,1,1,1,"",0
"Metabolism","Glycan biosynthesis and metabolism","rno00601","Glycosphingolipid biosynthesis - lacto and neolacto series","0/6","16/5339",0,0,-0.134357178881769,1,1,1,"",0
"Metabolism","Glycan biosynthesis and metabolism","rno00604","Glycosphingolipid biosynthesis - ganglio series","0/6","14/5339",0,0,-0.125656028681762,1,1,1,"",0
"Metabolism","Carbohydrate metabolism","rno00620","Pyruvate metabolism","0/6","35/5339",0,0,-0.199072551381898,1,1,1,"",0
"Metabolism","Carbohydrate metabolism","rno00630","Glyoxylate and dicarboxylate metabolism","0/6","27/5339",0,0,-0.174715713846971,1,1,1,"",0
"Metabolism","Carbohydrate metabolism","rno00640","Propanoate metabolism","0/6","26/5339",0,0,-0.171433575903204,1,1,1,"",0
"Metabolism","Carbohydrate metabolism","rno00650","Butanoate metabolism","0/6","16/5339",0,0,-0.134357178881769,1,1,1,"",0
"Metabolism","Metabolism of cofactors and vitamins","rno00670","One carbon pool by folate","0/6","31/5339",0,0,-0.187281339920522,1,1,1,"",0
"Metabolism","Metabolism of cofactors and vitamins","rno00730","Thiamine metabolism","0/6","10/5339",0,0,-0.106158862884161,1,1,1,"",0
"Metabolism","Metabolism of cofactors and vitamins","rno00760","Nicotinate and nicotinamide metabolism","0/6","27/5339",0,0,-0.174715713846971,1,1,1,"",0
"Metabolism","Metabolism of cofactors and vitamins","rno00770","Pantothenate and CoA biosynthesis","0/6","13/5339",0,0,-0.121073811113826,1,1,1,"",0
"Metabolism","Metabolism of cofactors and vitamins","rno00785","Lipoic acid metabolism","0/6","17/5339",0,0,-0.138505220704928,1,1,1,"",0
"Metabolism","Metabolism of cofactors and vitamins","rno00790","Folate biosynthesis","0/6","15/5339",0,0,-0.130078561098406,1,1,1,"",0
"Metabolism","Metabolism of cofactors and vitamins","rno00830","Retinol metabolism","0/6","15/5339",0,0,-0.130078561098406,1,1,1,"",0
"Metabolism","Metabolism of cofactors and vitamins","rno00860","Porphyrin metabolism","0/6","29/5339",0,0,-0.181105173424298,1,1,1,"",0
"Metabolism","Metabolism of terpenoids and polyketides","rno00900","Terpenoid backbone biosynthesis","0/6","19/5339",0,0,-0.146453617128238,1,1,1,"",0
"Genetic Information Processing","Translation","rno00970","Aminoacyl-tRNA biosynthesis","0/6","41/5339",0,0,-0.215583277134261,1,1,1,"",0
"Metabolism","Xenobiotics biodegradation and metabolism","rno00980","Metabolism of xenobiotics by cytochrome P450","0/6","24/5339",0,0,-0.164677059856261,1,1,1,"",0
"Metabolism","Xenobiotics biodegradation and metabolism","rno00982","Drug metabolism - cytochrome P450","0/6","19/5339",0,0,-0.146453617128238,1,1,1,"",0
"Metabolism","Xenobiotics biodegradation and metabolism","rno00983","Drug metabolism - other enzymes","0/6","39/5339",0,0,-0.210219736211402,1,1,1,"",0
"Metabolism","Lipid metabolism","rno01040","Biosynthesis of unsaturated fatty acids","0/6","25/5339",0,0,-0.168088633821638,1,1,1,"",0
"Metabolism","Global and overview maps","rno01200","Carbon metabolism","0/6","94/5339",0,0,-0.328072855451451,1,1,1,"",0
"Metabolism","Global and overview maps","rno01210","2-Oxocarboxylic acid metabolism","0/6","26/5339",0,0,-0.171433575903204,1,1,1,"",0
"Metabolism","Global and overview maps","rno01212","Fatty acid metabolism","0/6","53/5339",0,0,-0.245388086167119,1,1,1,"",0
"Metabolism","Global and overview maps","rno01230","Biosynthesis of amino acids","0/6","60/5339",0,0,-0.261263603301586,1,1,1,"",0
"Metabolism","Global and overview maps","rno01232","Nucleotide metabolism","0/6","63/5339",0,0,-0.267791630389447,1,1,1,"",0
"Metabolism","Global and overview maps","rno01240","Biosynthesis of cofactors","0/6","104/5339",0,0,-0.34541201856923,1,1,1,"",0
"Metabolism","Global and overview maps","rno01250","Biosynthesis of nucleotide sugars","0/6","33/5339",0,0,-0.193264668076067,1,1,1,"",0
"Human Diseases","Drug resistance: antineoplastic","rno01521","EGFR tyrosine kinase inhibitor resistance","0/6","71/5339",0,0,-0.284502056032252,1,1,1,"",0
"Human Diseases","Drug resistance: antineoplastic","rno01522","Endocrine resistance","0/6","81/5339",0,0,-0.304166469317578,1,1,1,"",0
"Human Diseases","Drug resistance: antineoplastic","rno01523","Antifolate resistance","0/6","22/5339",0,0,-0.15763662510218,1,1,1,"",0
"Human Diseases","Drug resistance: antineoplastic","rno01524","Platinum drug resistance","0/6","59/5339",0,0,-0.25905272356758,1,1,1,"",0
"Environmental Information Processing","Membrane transport","rno02010","ABC transporters","0/6","32/5339",0,0,-0.190295957873381,1,1,1,"",0
"Genetic Information Processing","Translation","rno03008","Ribosome biogenesis in eukaryotes","0/6","66/5339",0,0,-0.274171431876813,1,1,1,"",0
"Genetic Information Processing","Translation","rno03010","Ribosome","0/6","182/5339",0,0,-0.46037978563487,1,1,1,"",0
"Genetic Information Processing","Translation","rno03013","Nucleocytoplasmic transport","0/6","95/5339",0,0,-0.329844752447436,1,1,1,"",0
"Genetic Information Processing","Translation","rno03015","mRNA surveillance pathway","0/6","81/5339",0,0,-0.304166469317578,1,1,1,"",0
"Genetic Information Processing","Folding, sorting and degradation","rno03018","RNA degradation","0/6","69/5339",0,0,-0.280413136949193,1,1,1,"",0
"Genetic Information Processing","Transcription","rno03020","RNA polymerase","0/6","27/5339",0,0,-0.174715713846971,1,1,1,"",0
"Genetic Information Processing","Transcription","rno03022","Basal transcription factors","0/6","36/5339",0,0,-0.201915451719377,1,1,1,"",0
"Genetic Information Processing","Replication and repair","rno03030","DNA replication","0/6","33/5339",0,0,-0.193264668076067,1,1,1,"",0
"Genetic Information Processing","Transcription","rno03040","Spliceosome","0/6","131/5339",0,0,-0.388668440814396,1,1,1,"",0
"Genetic Information Processing","Folding, sorting and degradation","rno03050","Proteasome","0/6","40/5339",0,0,-0.21291789014021,1,1,1,"",0
"Genetic Information Processing","Folding, sorting and degradation","rno03060","Protein export","0/6","27/5339",0,0,-0.174715713846971,1,1,1,"",0
"Genetic Information Processing","Chromosome","rno03082","ATP-dependent chromatin remodeling","0/6","97/5339",0,0,-0.333362294682762,1,1,1,"",0
"Genetic Information Processing","Chromosome","rno03083","Polycomb repressive complex","0/6","75/5339",0,0,-0.292517470631719,1,1,1,"",0
"Genetic Information Processing","Information processing in viruses","rno03250","Viral life cycle - HIV-1","0/6","49/5339",0,0,-0.235857299712201,1,1,1,"",0
"Genetic Information Processing","Information processing in viruses","rno03272","Virion - Hepatitis viruses","0/6","26/5339",0,0,-0.171433575903204,1,1,1,"",0
"Genetic Information Processing","Information processing in viruses","rno03273","Virion - Lassa virus and SFTS virus","0/6","12/5339",0,0,-0.116313036238049,1,1,1,"",0
"Organismal Systems","Endocrine system","rno03320","PPAR signaling pathway","0/6","45/5339",0,0,-0.225940146741515,1,1,1,"",0
"Genetic Information Processing","Replication and repair","rno03410","Base excision repair","0/6","42/5339",0,0,-0.218217098439726,1,1,1,"",0
"Genetic Information Processing","Replication and repair","rno03420","Nucleotide excision repair","0/6","53/5339",0,0,-0.245388086167119,1,1,1,"",0
"Genetic Information Processing","Replication and repair","rno03430","Mismatch repair","0/6","21/5339",0,0,-0.153997829204303,1,1,1,"",0
"Genetic Information Processing","Replication and repair","rno03440","Homologous recombination","0/6","38/5339",0,0,-0.207487536466979,1,1,1,"",0
"Genetic Information Processing","Replication and repair","rno03450","Non-homologous end-joining","0/6","12/5339",0,0,-0.116313036238049,1,1,1,"",0
"Genetic Information Processing","Replication and repair","rno03460","Fanconi anemia pathway","0/6","46/5339",0,0,-0.228458376863228,1,1,1,"",0
"Environmental Information Processing","Signal transduction","rno04010","MAPK signaling pathway","0/6","223/5339",0,0,-0.511642110482309,1,1,1,"",0
"Environmental Information Processing","Signal transduction","rno04012","ErbB signaling pathway","0/6","76/5339",0,0,-0.294489103010338,1,1,1,"",0
"Environmental Information Processing","Signal transduction","rno04014","Ras signaling pathway","0/6","167/5339",0,0,-0.440360235741681,1,1,1,"",0
"Environmental Information Processing","Signal transduction","rno04020","Calcium signaling pathway","0/6","158/5339",0,0,-0.427957720311846,1,1,1,"",0
"Environmental Information Processing","Signal transduction","rno04022","cGMP-PKG signaling pathway","0/6","111/5339",0,0,-0.357085995513177,1,1,1,"",0
"Environmental Information Processing","Signal transduction","rno04024","cAMP signaling pathway","0/6","148/5339",0,0,-0.413794259365564,1,1,1,"",0
"Environmental Information Processing","Signaling molecules and interaction","rno04060","Cytokine-cytokine receptor interaction","0/6","78/5339",0,0,-0.298395499394421,1,1,1,"",0
"Environmental Information Processing","Signaling molecules and interaction","rno04061","Viral protein interaction with cytokine and cytokine receptor","0/6","17/5339",0,0,-0.138505220704928,1,1,1,"",0
"Environmental Information Processing","Signal transduction","rno04064","NF-kappa B signaling pathway","0/6","58/5339",0,0,-0.256823660172,1,1,1,"",0
"Environmental Information Processing","Signal transduction","rno04066","HIF-1 signaling pathway","0/6","87/5339",0,0,-0.315410673431751,1,1,1,"",0
"Environmental Information Processing","Signal transduction","rno04068","FoxO signaling pathway","0/6","105/5339",0,0,-0.347101834061834,1,1,1,"",0
"Environmental Information Processing","Signal transduction","rno04071","Sphingolipid signaling pathway","0/6","96/5339",0,0,-0.331607852203432,1,1,1,"",0
"Environmental Information Processing","Signal transduction","rno04072","Phospholipase D signaling pathway","0/6","114/5339",0,0,-0.361983184488938,1,1,1,"",0
"Environmental Information Processing","Signaling molecules and interaction","rno04081","Hormone signaling","0/6","102/5339",0,0,-0.342009301061991,1,1,1,"",0
"Environmental Information Processing","Signaling molecules and interaction","rno04082","Neuroactive ligand signaling","0/6","118/5339",0,0,-0.368420065240403,1,1,1,"",0
"Cellular Processes","Cell growth and death","rno04110","Cell cycle","0/6","142/5339",0,0,-0.40508571819437,1,1,1,"",0
"Cellular Processes","Cell growth and death","rno04114","Oocyte meiosis","0/6","93/5339",0,0,-0.32629201750816,1,1,1,"",0
"Cellular Processes","Cell growth and death","rno04115","p53 signaling pathway","0/6","58/5339",0,0,-0.256823660172,1,1,1,"",0
"Genetic Information Processing","Folding, sorting and degradation","rno04120","Ubiquitin mediated proteolysis","0/6","120/5339",0,0,-0.371600331433061,1,1,1,"",0
"Genetic Information Processing","Folding, sorting and degradation","rno04130","SNARE interactions in vesicular transport","0/6","28/5339",0,0,-0.177938523698066,1,1,1,"",0
"Cellular Processes","Transport and catabolism","rno04136","Autophagy - other","0/6","30/5339",0,0,-0.18421855982106,1,1,1,"",0
"Cellular Processes","Transport and catabolism","rno04137","Mitophagy - animal","0/6","88/5339",0,0,-0.31724840331769,1,1,1,"",0
"Cellular Processes","Transport and catabolism","rno04140","Autophagy - animal","0/6","150/5339",0,0,-0.416661057960299,1,1,1,"",0
"Genetic Information Processing","Folding, sorting and degradation","rno04141","Protein processing in endoplasmic reticulum","0/6","147/5339",0,0,-0.412354220092372,1,1,1,"",0
"Cellular Processes","Transport and catabolism","rno04142","Lysosome biogenesis","0/6","207/5339",0,0,-0.492176605840138,1,1,1,"",0
"Cellular Processes","Transport and catabolism","rno04144","Endocytosis","0/6","209/5339",0,0,-0.494644948862235,1,1,1,"",0
"Cellular Processes","Transport and catabolism","rno04146","Peroxisome","0/6","69/5339",0,0,-0.280413136949193,1,1,1,"",0
"Cellular Processes","Transport and catabolism","rno04148","Efferocytosis","0/6","113/5339",0,0,-0.360357559582145,1,1,1,"",0
"Environmental Information Processing","Signal transduction","rno04150","mTOR signaling pathway","0/6","120/5339",0,0,-0.371600331433061,1,1,1,"",0
"Environmental Information Processing","Signal transduction","rno04151","PI3K-Akt signaling pathway","0/6","236/5339",0,0,-0.527014222192056,1,1,1,"",0
"Environmental Information Processing","Signal transduction","rno04152","AMPK signaling pathway","0/6","99/5339",0,0,-0.33684574974823,1,1,1,"",0
"Cellular Processes","Cell growth and death","rno04210","Apoptosis","0/6","101/5339",0,0,-0.340296167446613,1,1,1,"",0
"Organismal Systems","Aging","rno04211","Longevity regulating pathway","0/6","75/5339",0,0,-0.292517470631719,1,1,1,"",0
"Organismal Systems","Aging","rno04213","Longevity regulating pathway - multiple species","0/6","49/5339",0,0,-0.235857299712201,1,1,1,"",0
"Cellular Processes","Cell growth and death","rno04215","Apoptosis - multiple species","0/6","27/5339",0,0,-0.174715713846971,1,1,1,"",0
"Cellular Processes","Cell growth and death","rno04216","Ferroptosis","0/6","42/5339",0,0,-0.218217098439726,1,1,1,"",0
"Cellular Processes","Cell growth and death","rno04217","Necroptosis","0/6","96/5339",0,0,-0.331607852203432,1,1,1,"",0
"Cellular Processes","Cell growth and death","rno04218","Cellular senescence","0/6","127/5339",0,0,-0.38254169252238,1,1,1,"",0
"Organismal Systems","Circulatory system","rno04260","Cardiac muscle contraction","0/6","60/5339",0,0,-0.261263603301586,1,1,1,"",0
"Organismal Systems","Circulatory system","rno04261","Adrenergic signaling in cardiomyocytes","0/6","110/5339",0,0,-0.355439868648092,1,1,1,"",0
"Organismal Systems","Circulatory system","rno04270","Vascular smooth muscle contraction","0/6","79/5339",0,0,-0.30033074378205,1,1,1,"",0
"Environmental Information Processing","Signal transduction","rno04310","Wnt signaling pathway","0/6","124/5339",0,0,-0.377887741881539,1,1,1,"",0
"Environmental Information Processing","Signal transduction","rno04330","Notch signaling pathway","0/6","56/5339",0,0,-0.252309048754547,1,1,1,"",0
"Environmental Information Processing","Signal transduction","rno04340","Hedgehog signaling pathway","0/6","43/5339",0,0,-0.220820484105424,1,1,1,"",0
"Environmental Information Processing","Signal transduction","rno04350","TGF-beta signaling pathway","0/6","83/5339",0,0,-0.307957287711009,1,1,1,"",0
"Organismal Systems","Development and regeneration","rno04360","Axon guidance","0/6","162/5339",0,0,-0.433508425684441,1,1,1,"",0
"Environmental Information Processing","Signal transduction","rno04370","VEGF signaling pathway","0/6","43/5339",0,0,-0.220820484105424,1,1,1,"",0
